query_id,doc_id
512087,159724
512278,6156700
512405,7458120
512564,7216307
512685,3221588
512807,2393702
513061,7540752
513397,7451311
513779,3070244
514767,6218339
514851,8249873
515185,6297494
515317,5137071
515335,1662043
515573,7661052
515813,4232059
516029,7626410
516413,2095188
517085,7539151
517117,5802053
517386,2100844
517516,4664922
518940,3287967
519145,2562616
520184,7533773
520627,1309641
520636,2653886
520816,7485330
521018,7649223
521402,1559697
521801,7610379
521851,7697355
522076,7567573
522151,1864376
522953,3914163
523062,8400009
523413,7417207
523621,7417942
523952,7437138
524116,5706445
524166,4253402
525467,7699064
532142,7612308
558046,7013911
558548,2434494
559318,7636795
559771,7675074
560059,7507248
560357,2136381
560419,1372610
561448,253255
562594,3172841
563347,2806889
563359,7685237
565915,7990146
567714,874309
567759,1258
573899,4792478
574051,6945606
574317,7533371
575616,5288466
595236,6770297
605363,7534979
608197,2003866
611152,7442825
617968,189004
618979,7541566
649640,8083571
675320,8264802
685717,7597057
688218,647927
694726,7214736
696677,4314295
718112,6639618
718444,6301611
718782,3102323
719411,2663927
719749,7818534
720013,2737045
720261,5321700
721409,3733775
721885,8745248
722352,7640066
722413,7531799
722515,7543772
722981,7537923
723144,387762
723781,178739
724121,6701317
724275,4969386
724410,7250047
724571,1286385
724579,6198663
724680,7624228
724733,304307
724872,7416852
724887,1960572
724947,7483117
725047,7696623
725867,2737045
725951,8221250
726076,2277574
726098,6956975
726614,7634482
727224,7628600
727551,4844910
727699,4754629
727707,2267594
727765,1417002
727779,1017162
728060,7593653
728110,914669
728150,1548851
728460,2404157
728823,7631413
728836,2400314
729173,3775262
729697,1258431
730229,466014
730278,8828120
730626,7677187
731545,8070715
731723,2864091
731736,3430289
731759,8758735
731886,7508008
731902,7514866
732288,2013022
732448,4827382
732618,1023844
732631,6796477
733186,1728576
733422,4180606
733510,5174692
733591,5796994
733692,865515
733892,5888891
734198,4084078
734426,8553641
734979,7001278
735343,8357456
735384,190121
735387,1340538
735895,7438852
736125,7597940
736347,7429624
736713,6297606
737512,1675422
737940,7550349
738162,7141419
738165,5792569
738422,5696124
738484,2499695
738525,5000538
738931,1399441
739599,5540718
739671,7535968
739743,7556418
739913,5087357
740263,6187468
740416,7659049
740624,7564763
740762,7430554
740852,7601495
740876,3555331
741267,7636872
741274,7603258
741392,5718088
741970,5463886
741977,3313966
742022,7636343
742446,6853747
742667,6871906
742822,2834715
742988,6509369
743046,7427465
743668,7175397
743675,7632567
743693,7686511
743696,8075314
743708,3854640
743868,7810480
744092,6488154
744109,7575851
744261,4309307
744764,8403438
744891,7630274
745402,6267099
745469,3865782
745559,1555289
745746,7509001
745794,7488653
745830,7412206
745944,7895400
746055,7476344
746065,231081
746438,4475164
747345,1582390
747720,7813203
747937,7504077
747985,5460664
748054,7506784
748321,3279260
748672,839776
748771,6934836
748935,4263813
748997,814344
749244,7479235
749267,7507502
749399,2098930
749752,3554033
749955,2060285
750111,7465489
750421,591040
750487,794967
750821,7647983
750946,4059607
751778,7467577
751797,2506129
752700,7629163
753040,3688902
753071,7685953
753168,3573693
753214,7668488
753299,4498222
753480,5810397
753517,3553658
754113,1805678
754166,2516653
754191,1077006
754509,8098443
754786,7523677
755040,7424087
755093,7419150
755275,7516885
755459,6515048
755465,7252671
756949,2737045
757275,8069029
757511,7432656
758074,7387104
758519,7595985
758720,7057197
758901,412789
758909,882810
759021,3794191
759062,2847898
759503,6848360
759515,7671704
760070,743688
760512,6709020
760817,5253995
760908,7864344
761032,4401902
761096,7797282
761388,5689472
761627,1652433
761963,4823692
762059,3869097
762111,7348590
762296,2737045
762558,4999158
762652,2567462
762761,7840611
763084,7954372
763619,8113342
764139,1607854
764691,2737045
765147,7631434
765512,7972005
765583,7919995
766202,6128374
766238,3579691
766769,4727651
766804,3929607
766808,7518709
767248,1312081
767671,4728583
767745,5464320
769630,3590347
770167,4714339
770233,7912483
770604,1817027
770894,6789006
771170,6417047
771239,7720849
771314,386950
771694,4365405
771734,3492827
772055,7723108
772928,3138364
773155,7740643
773924,2179756
773998,7754394
774087,980955
774866,50452
775138,7955773
775297,3413330
775343,7718631
775355,7873833
775457,3099762
776080,8581206
776122,3684652
776392,411458
776465,4511295
776517,4156673
776576,2844734
776609,1379906
776700,2060916
777235,2044941
777297,7777239
777519,8698445
777792,5953403
778095,3130870
778139,7746487
778857,3802581
778890,3435604
778948,7756424
779475,4035305
779553,3303406
779674,7796719
780215,7736089
780297,8801670
780336,5010910
780613,3333400
780850,601695
780993,508024
781074,7973555
781877,7946356
782079,7835117
782253,54318
782381,7877215
782417,1040098
782426,8416067
782549,7784287
782696,1825621
783098,3653463
783277,7724715
783433,7727457
783602,724623
783687,1362770
783781,7863237
783822,1546524
783843,7939475
783963,4213854
783981,454445
784549,594701
784700,2450981
784805,4971440
784961,1704901
785176,3936344
785721,2247533
785772,1294768
786009,3123952
786021,3754262
786157,7645184
786375,7869671
792463,6041536
794160,7562566
794319,5260179
801059,3639041
818421,7972340
820161,4905632
820267,2175900
820899,7139086
822218,4676968
822642,2330189
823549,6220393
824080,7685841
824282,7707802
824371,7380425
824938,8363970
825147,6310481
825583,6973977
826153,716059
827791,4594307
827801,2432048
828036,6166552
828093,3568801
828588,2249215
829050,1836642
829087,7964042
830040,2266252
830649,5299726
836044,5562595
837467,7815103
837681,4537874
837740,581537
839488,8114700
844658,2043703
855029,7947061
862701,4599013
862742,6876076
863187,7849422
863499,3684819
863817,2152754
864905,7935019
865616,7729081
865660,2116933
868953,8638772
870422,7733274
879869,6306276
904295,1990734
906901,4827466
907334,6724190
909048,8254317
909273,7896128
909506,8196257
912899,4983325
914845,3111582
924398,7813560
932223,7812781
954144,2377450
959589,8784849
968004,1888281
968921,4691323
980168,7953624
980633,7805486
981006,4562554
981400,4483492
982348,7889620
982481,3364251
983438,7768141
983451,4567172
983499,1515717
983543,7739079
983708,7736248
984075,3496160
984178,7439134
984434,4568500
984499,2293122
984770,7717540
984856,7295886
984930,5570441
984948,7295782
984992,7295725
985158,1207549
985165,7295427
985167,7295395
985173,7295344
985207,3007422
985259,4029971
985275,3951145
985304,5138044
985360,4075737
985371,326143
985372,7294843
985431,1908267
985433,7294710
985461,5166418
985644,7812170
985653,7897734
985736,3922681
985752,6933468
985905,7927797
986068,4827684
986162,7720073
986197,7293441
986210,7293387
986325,7888398
986411,6442279
986427,4788031
986472,387659
986484,182001
986494,7292900
986733,7292567
986791,2316342
986793,7292455
986852,7292271
986932,7846753
986935,2443315
986936,106703
986972,8135271
987066,7698610
987100,2618325
987183,2376719
987192,6604323
987230,5652749
987237,8820586
987309,1754073
987486,7726546
987502,7291172
987567,2140480
987573,7291029
987671,7290763
987791,7290529
987809,7290503
987822,7290480
987823,7290476
987845,4195290
987914,7757130
987978,7802968
988119,1712017
988121,7289707
988122,7289667
988124,7674343
988142,7289620
988149,3836424
988169,2968852
988211,4404160
988269,5397002
988294,480451
988306,4846144
988416,7289143
988504,7390125
988512,7288654
988540,7288501
988636,7288128
988653,7417848
988710,3113452
988742,7901721
988743,7574339
988745,7015582
988787,7287675
988911,1551144
988915,7287224
988954,8709548
988960,8335862
988988,2768225
989042,7838129
989099,1971294
989108,7777602
989213,7286488
989396,7286301
989530,7285996
989543,7958481
989573,7285885
989647,7872202
989676,7285739
989831,2317817
989855,7726175
989866,7750476
989870,5700235
989894,7285334
989912,7844972
989963,1023620
989994,1103475
990010,7856463
990026,3269371
990093,7284998
990176,7284875
990197,704315
990223,4577802
990307,7284566
990345,7284503
990375,7284449
990459,7262193
990481,132123
990526,3258319
990649,7283915
990763,7283747
990784,7878871
990841,7283562
990852,7283551
990995,7283340
991032,5141432
991044,8023501
991064,7838344
991079,2261478
991111,7282885
991138,7748425
991171,2669521
991207,2651277
991240,808693
991324,1250671
991342,4197410
991364,7282344
991383,7914697
991419,3213759
991471,7282193
991590,6120890
991598,115601
991662,6753881
991685,7281799
991748,1642751
991761,2062006
991762,380430
991782,1139963
991832,271922
991854,7281325
991894,7797469
991938,7937891
992120,8163242
992184,7280641
992191,7280615
992193,3298972
992224,5669024
992257,7280364
992340,4094527
992363,5819235
992365,6898474
992367,7280042
992383,3041918
992433,7279745
992531,4938614
992535,869105
992559,7279483
992605,5445677
992652,8019330
992659,7279285
992660,2804263
992729,7557429
992757,2448800
992802,4779861
992839,3807529
992840,4090549
992869,3413464
992946,7278581
992949,7278557
992950,8706271
993041,3107996
993107,4584821
993153,156463
993174,8789057
993178,7277958
993234,818784
993255,1065771
993320,8164826
993492,7730676
993501,7972250
993544,7959316
993606,7277216
993627,8027337
993651,4061277
993748,7766436
993795,2615907
993821,2732308
993834,7276680
993876,920903
993883,3580823
993987,7276263
993996,84554
994005,7276240
994012,2698551
994070,6268869
994085,7275852
994087,1861369
994112,2536712
994133,7275685
994228,7275544
994311,2192254
994338,6968695
994397,6326289
994449,1151105
994478,6973824
994479,5917719
994533,5043341
994582,3290276
994688,7116588
994792,7134635
994830,4464669
994867,1114977
994918,4435593
994941,3488670
994947,7274427
995029,7911425
995125,7369297
995141,2057490
995176,3031585
995212,7898766
995221,7274100
995280,2825509
995380,3219376
995443,8265712
995526,3148447
995576,7900522
995595,825577
995598,7273544
995756,6764340
995789,3331372
995805,7273173
995806,7273162
995825,7845838
996011,5521769
996042,7945164
996054,4371118
996119,6912795
996181,7272355
996272,7272165
996317,4915976
996328,7272114
996414,7272000
996623,2651990
996634,8190502
996653,7296476
996805,7072794
996825,5832608
996835,7271081
996922,1987753
997017,7270789
997044,5710460
997086,4122117
997122,7270553
997227,1197120
997351,7270253
997449,1728192
997481,6917106
997533,7558191
997542,5820481
997648,4028486
997649,7269677
997713,7269571
997744,7269448
997808,7269228
997860,5652105
997872,2070789
997878,7268978
997913,7268932
997935,7268866
998013,7268746
998062,104420
998093,4364330
998101,5778909
998174,8141371
998192,7268366
998246,7268311
998247,2218350
998248,3523533
998309,7268199
998381,7826249
998417,3783998
998482,882049
998485,7268022
998493,7267945
998569,2973245
998591,7267822
998609,7267715
998641,7267615
998646,7267602
998658,7267561
998675,7442677
998680,7267491
998681,450654
998735,5081578
998802,6191244
998834,4562824
998891,7266962
998903,2403704
998905,7266806
998941,7726930
998965,6126603
999028,5835701
999086,2893925
999089,7266173
999110,1201952
999192,329407
999261,3368477
999356,7265662
999385,3724146
999391,7265560
999416,7265547
999439,7265471
999469,7265345
999481,7682408
999517,1349213
999518,4567172
999550,2896900
999552,7265152
999555,7804966
999567,7265116
999610,746161
999637,7827595
999641,7397543
999685,7264931
999691,7264911
999756,7264771
999791,3009405
999836,7264569
999897,2174069
999921,7002364
999942,7264374
1000000,1890095
1000004,430793
1000006,1178940
1000017,7264236
1000030,7539532
1000083,7264152
1000097,7844851
1000170,4130309
1000232,4093317
1000272,2170991
1000319,7263680
1000459,7263360
1000472,3858609
1000509,7936830
1000519,7263156
1000574,7262862
1000585,7262840
1000619,1232684
1000678,8668801
1000681,146816
1000798,7262349
1000864,7262314
1000906,5839796
1000951,7926668
1000959,2620810
1001108,921400
1001279,8701101
1001381,4410063
1001397,7261903
1001454,7261844
1001810,8491632
1001903,6576702
1001926,4886437
1001981,7966533
1001999,2180546
1002058,7261053
1002145,5709600
1002148,7260887
1002197,878119
1002238,7260665
1002252,2587439
1002274,7260602
1002330,3535748
1002426,2332966
1002482,7260196
1002554,7653964
1002584,2554473
1002585,4950780
1002596,7259782
1002716,998793
1002737,7259265
1002887,4411111
1002889,2701167
1002938,7258856
1002940,8120391
1002997,7258750
1003003,7258713
1003006,8735262
1003015,7258675
1003114,2056895
1003210,2365344
1003213,8221646
1003239,7258075
1003277,7257991
1003299,7804511
1003319,1882149
1003329,7610716
1003334,7794464
1003351,332505
1003359,5922980
1003445,7721661
1003481,7257383
1003482,7257370
1003507,7257315
1003557,5911712
1003561,7721446
1003590,7257143
1003603,7257114
1003695,7256942
1003831,7256738
1003849,8397292
1003875,2183064
1003880,7754894
1003884,7452685
1003973,6307631
1003997,7939486
1004167,7256225
1004191,7256144
1004199,3451956
1004228,911443
1004233,7256070
1004240,7256015
1004243,2904912
1004254,7255873
1004322,5891557
1004493,4143257
1004921,2904943
1004940,6626253
1004949,7256206
1005113,8285339
1005131,7255024
1005163,7279834
1005191,3913725
1005475,6491549
1005476,5881981
1005500,3280634
1005520,283800
1005586,7254476
1005653,7254370
1005678,4868038
1005798,7254175
1005949,2490860
1006000,2147421
1006199,4299108
1006459,2297909
1006489,2682054
1006509,3932627
1006578,7253022
1006580,2603107
1006751,4643717
1006791,7252662
1006852,3070033
1006911,1255938
1006987,2070391
1007242,7870629
1007382,7251897
1007550,5752772
1007606,7726090
1007628,3582639
1007673,2299573
1007691,7251254
1007696,7251215
1007875,6666882
1007934,7251004
1007959,7250991
1007972,8140501
1008208,7250836
1008515,1156882
1008516,7091981
1008830,3527952
1008911,7249792
1008947,6907605
1008951,8289612
1008968,453886
1008977,5348199
1008979,228498
1009023,7249334
1009109,7764421
1009183,8267013
1009237,5939238
1009388,443472
1009527,8723125
1009610,1083817
1009668,4981659
1009695,978523
1009724,7248355
1009742,327616
1009749,4869197
1009959,5641493
1009961,7248027
1009994,926349
1010048,7247851
1010057,8186534
1010059,7512053
1010151,7247655
1010173,7247598
1010277,2677069
1010287,7247530
1010524,7247204
1010527,3113409
1010537,5475995
1010607,6478721
1010615,1822441
1010670,4217505
1011003,7876312
1011018,2096462
1011021,4474692
1011044,3859045
1011120,7246427
1011140,1023383
1011166,1919078
1011328,2666334
1011381,7245716
1011382,512071
1011512,338891
1011529,3030730
1011618,7245336
1011663,3546767
1011721,3440062
1011811,6952797
1011860,1848303
1012026,1881921
1012328,7244030
1012329,5080683
1012464,7243601
1012547,8182913
1012780,5934223
1012865,5233501
1012866,7424727
1013114,7866335
1013229,6741420
1013267,7242343
1013304,7242268
1013367,3489254
1013424,4272697
1013492,661898
1013570,7241956
1013579,5936828
1013592,7241908
1013615,7241874
1013797,375428
1013965,5489686
1014115,7028670
1014132,7239588
1014210,8010164
1014242,5427359
1014264,833790
1014884,4083422
1014911,829168
1015055,4142117
1015307,6080160
1015347,5979682
1015556,2492902
1015641,7240024
1015766,8158376
1016013,960775
1016015,6431770
1016154,7239631
1016254,5345890
1016406,6057357
1016460,7239321
1016547,4607889
1016565,7239177
1016583,7239134
1016676,7238814
1016703,7935830
1016790,1130053
1016879,6828891
1016915,5803747
1016943,923336
1017204,7237990
1017276,7237952
1017348,7834513
1017476,1337203
1017498,672554
1017524,1459464
1017529,7237575
1017537,6956850
1017605,7083609
1017692,334234
1017706,7237287
1017734,313677
1017773,6452553
1017775,5798830
1017830,7987462
1017892,4707362
1017952,7237161
1017971,7237119
1018032,1992587
1018056,7236861
1018525,8199179
1018658,5406013
1018807,6152201
1018918,1417939
1019179,1253563
1019200,3097120
1019356,7778316
1019405,5678527
1019414,7234957
1019433,7913674
1019470,7726580
1019602,1779157
1019705,7234515
1019724,3199263
1019787,7234243
1019830,7822072
1020198,7233490
1020244,2503007
1020376,7233140
1020710,1499284
1020724,7232720
1020907,2105612
1020915,1035675
1021053,7232243
1021065,5089215
1021170,7852961
1021241,6128742
1021277,383698
1021318,8006619
1021324,5201273
1021327,7913018
1021446,3375894
1021532,5922760
1021554,3718742
1021605,2952002
1021639,8700387
1021679,1158725
1021682,4958329
1021695,7231324
1021797,7901050
1021900,4259281
1021907,3089297
1021931,7230876
1021971,7336237
1022022,3672136
1022124,5887058
1022132,2064345
1022178,6509921
1022359,7653656
1022370,7230096
1022410,7230052
1022442,89418
1022577,7105303
1022620,2897951
1022621,6714284
1022630,561702
1022712,2140912
1022735,7229581
1022769,1890773
1022782,7229467
1022832,3473630
1022907,7229192
1022911,820661
1023025,3456477
1023363,7819883
1023782,3860906
1023838,8005225
1023850,3538262
1024034,5166779
1024069,2620882
1024166,7227711
1024176,7866591
1024221,7605885
1024288,8808261
1024300,7227480
1024305,7227444
1024528,8433110
1024591,4939073
1024592,7226964
1024667,3676801
1024669,2831296
1024672,7226776
1024727,498444
1024835,7226565
1024893,1905158
1024904,7220333
1024950,971028
1025188,7342696
1025259,7225894
1025270,6667139
1025290,2454557
1025348,3239210
1025483,4050793
1025624,1132718
1025714,7786571
1025801,7225139
1025895,7968430
1025991,7224789
1026098,6621585
1026148,5477476
1026372,7818005
1026711,7861043
1026768,8633071
1026775,7223860
1026799,6007190
1026991,8801131
1027178,3953789
1027209,2422076
1027373,7222999
1027650,7222752
1027669,2641014
1027785,8758003
1027812,5350357
1027817,7222518
1027865,2507377
1027919,7222347
1028098,5530676
1028131,2993774
1028538,7221665
1028555,8262290
1028598,7221543
1028608,847931
1028652,8773429
1028670,2893540
1028711,7221251
1028742,2186031
1028753,7221025
1028755,240387
1028796,2482158
1029003,7220310
1029016,5267496
1029030,7220208
1029031,3526259
1029058,488871
1029124,4754301
1029181,7219805
1029402,7219341
1029492,7219255
1029544,7219508
1029552,8764319
1029617,7218988
1029681,7907018
1029694,7969621
1029772,7218572
1029791,2498275
1029908,7218375
1029909,7218368
1030176,7218058
1030215,7218002
1030230,7841489
1030271,2989727
1030324,7217871
1030378,7217828
1030381,7217798
1030388,7217736
1030446,5308932
1030451,7217522
1030617,7820996
1030623,7217128
1030722,7216923
1030823,7216764
1030924,1260690
1031032,6070826
1031033,7183286
1031047,7216281
1031054,7216256
1031118,7899691
1031240,2786794
1031456,1801624
1031679,7215418
1031682,8155617
1031684,7215387
1031861,7215055
1031909,5073826
1031976,2309546
1031999,7854858
1032011,4191204
1032019,7214857
1032156,4670522
1032182,7214588
1032198,7214524
1032281,7674264
1032341,7214213
1032758,7213587
1032822,7213487
1033007,7213200
1033092,7213082
1033205,7212840
1033250,3056218
1033296,7212637
1033398,7212543
1033443,7796117
1033580,2661262
1033652,7212311
1033703,2439112
1033718,2903742
1033725,4363862
1033759,4350882
1033912,2535577
1033927,7211854
1033962,730341
1034039,7211613
1034050,7211510
1034136,1567370
1034172,7213167
1034204,2194932
1034409,1458265
1034666,7210633
1034680,2049171
1034761,2864108
1034845,7186513
1035006,7209934
1035078,1993434
1035228,7588323
1035247,5198101
1035321,7209410
1035367,6205100
1035379,2462943
1035383,7209267
1035410,6205340
1035719,3626966
1035805,7208493
1035861,7968460
1035874,6788685
1035931,1353909
1036002,7720730
1036005,1134447
1036244,7636518
1036380,3403503
1036385,6861832
1036542,6001032
1036627,7207097
1036656,5351696
1036675,7735638
1036782,551865
1036784,7206717
1036800,2719857
1036999,7948267
1037033,8373950
1037104,4829281
1037116,7897429
1037188,6155424
1037250,1072442
1037302,2113254
1037341,3313565
1037373,7205909
1037407,5202253
1037662,6339827
1037686,1759767
1037689,4921548
1037722,7205408
1037781,5105985
1037817,7205197
1037826,1379893
1037872,2082239
1037881,7935579
1038161,7204742
1038184,7204655
1038527,7204208
1038592,4032662
1038678,8462923
1038685,7838567
1038719,1866885
1038724,7203846
1038755,4228690
1038830,1711768
1038849,3856816
1038871,5495934
1038879,7203623
1039002,4193418
1039052,6411944
1039195,7767103
1039298,7203085
1039346,7842370
1039361,8800326
1039495,2628915
1039521,7202782
1039586,7721048
1039728,2779761
1039746,528734
1040022,7793249
1040030,7202097
1040038,7202004
1040064,7201894
1040082,7229770
1040088,3528178
1040099,7201612
1040238,7723022
1040312,4261303
1040353,3709314
1040409,7200948
1040461,7864217
1040507,2070442
1040532,1382430
1040684,530033
1040694,3002502
1040703,1327078
1040793,7200389
1040848,7200304
1040959,7200217
1041043,4992323
1041050,7952243
1041146,8605497
1041159,4438086
1041226,3546525
1041473,7724398
1041520,7119835
1041703,8562030
1041714,7932343
1041753,7836014
1041924,7199086
1041948,7198959
1041951,7327936
1042099,8510547
1042158,7198653
1042364,7198175
1042426,6217932
1042488,7920033
1042507,7198085
1042626,7197935
1042676,7893018
1042752,3933737
1042800,7197730
1042978,6993319
1043064,7197432
1043337,649019
1043413,3545118
1043545,7197031
1043568,6271703
1043587,2623320
1043658,2893724
1043702,81593
1043815,5462734
1043914,1877032
1043955,2433422
1043969,3249580
1043995,8123830
1044041,7828620
1044244,7195770
1044249,6244496
1044755,7524042
1044809,604854
1045071,6203070
1045072,2247057
1045135,7194540
1045203,2012805
1045208,15051
1045227,7194251
1045229,3924981
1045347,832318
1045374,7193888
1045494,62368
1045527,7193472
1045540,2854911
1045554,2907916
1045567,7193375
1045709,4023884
1045717,7193044
1045826,7192874
1045853,7192794
1045855,7192775
1046042,7192456
1046047,7192443
1046093,7192375
1046161,7192236
1046384,8112107
1046387,4355672
1046463,7191633
1046475,7191554
1046520,7191505
1046567,8725499
1046569,7191442
1046648,7779923
1046736,3859911
1046750,4259499
1046931,7190590
1046952,7939119
1046969,7190550
1047010,8347155
1047012,5842392
1047088,7913269
1047138,1523530
1047152,7999882
1047160,8480372
1047162,7190160
1047269,7733764
1047365,7189799
1047386,7189769
1047548,1707900
1047556,2482791
1047592,2502562
1047599,771901
1047625,7721285
1047629,4946248
1047642,2737045
1047662,7189195
1047700,220910
1047702,5501663
1047708,2613521
1047738,8188257
1047794,1699243
1047833,7341614
1047843,6949418
1047854,1212884
1047913,7188496
1047917,3943575
1047987,7597505
1048185,7188025
1048281,6203882
1048282,7187823
1048303,7591986
1048359,7479453
1048361,3969410
1048363,7251650
1048377,2900272
1048381,7304680
